                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    163,                0.57273,                0.35486,                0.96525,                0.99981,                      1,                  0.995,                0.93438,                 0.4001,                0.21006,                 0.8716,               0.001981,               0.001981,               0.001981
                    164,                0.56337,                0.34686,                 0.9631,                0.99979,                      1,                  0.995,                0.93815,                0.40162,                0.20871,                0.87661,              0.0019315,              0.0019315,              0.0019315
                    165,                0.56292,                0.34843,                0.96053,                0.99979,                      1,                  0.995,                0.94527,                0.38341,                0.20582,                0.86954,               0.001882,               0.001882,               0.001882
                    166,                0.55696,                0.34709,                0.95243,                 0.9998,                      1,                  0.995,                0.93398,                0.40978,                0.20912,                0.88001,              0.0018325,              0.0018325,              0.0018325
                    167,                0.56811,                 0.3512,                0.96194,                0.99978,                      1,                  0.995,                0.93644,                0.39562,                0.20525,                0.87464,               0.001783,               0.001783,               0.001783
                    168,                0.56799,                0.34799,                0.96317,                0.99979,                      1,                  0.995,                 0.9354,                0.39802,                0.20492,                0.87149,              0.0017335,              0.0017335,              0.0017335
                    169,                0.56191,                0.35101,                0.95827,                0.99979,                      1,                  0.995,                0.93536,                0.38295,                0.20083,                0.86763,               0.001684,               0.001684,               0.001684
                    170,                0.57158,                0.34529,                0.95914,                0.99977,                      1,                  0.995,                0.94052,                0.38297,                0.20202,                0.86448,              0.0016345,              0.0016345,              0.0016345
                    171,                0.55088,                0.34137,                0.95015,                 0.9998,                      1,                  0.995,                0.93853,                0.38201,                0.19809,                0.86208,               0.001585,               0.001585,               0.001585
                    172,                0.55164,                0.33558,                0.95094,                0.99979,                      1,                  0.995,                0.94515,                0.38144,                0.19921,                0.86274,              0.0015355,              0.0015355,              0.0015355
                    173,                0.54373,                0.33863,                0.94641,                0.99978,                      1,                  0.995,                0.94241,                0.37698,                0.19934,                 0.8652,               0.001486,               0.001486,               0.001486
                    174,                 0.5322,                0.32513,                0.94055,                 0.9998,                      1,                  0.995,                0.94577,                0.37895,                0.19743,                0.86457,              0.0014365,              0.0014365,              0.0014365
                    175,                0.54086,                0.33476,                0.93929,                 0.9998,                      1,                  0.995,                0.93979,                0.38972,                0.19788,                0.86496,               0.001387,               0.001387,               0.001387
                    176,                0.54356,                0.33899,                0.95575,                0.99976,                      1,                  0.995,                0.94438,                0.38166,                0.19888,                0.87082,              0.0013375,              0.0013375,              0.0013375
                    177,                0.53266,                0.33162,                0.94157,                0.99975,                      1,                  0.995,                0.94495,                0.38233,                 0.1989,                0.86723,               0.001288,               0.001288,               0.001288
                    178,                0.52635,                 0.3332,                 0.9436,                0.99975,                      1,                  0.995,                0.94063,                0.38323,                0.19706,                  0.867,              0.0012385,              0.0012385,              0.0012385
                    179,                0.53827,                 0.3341,                0.94551,                0.99978,                      1,                  0.995,                0.94242,                0.38053,                0.19722,                0.86417,               0.001189,               0.001189,               0.001189
                    180,                0.54585,                0.33913,                0.95402,                0.99978,                      1,                  0.995,                0.94485,                0.37566,                0.19645,                0.86331,              0.0011395,              0.0011395,              0.0011395
                    181,                0.54218,                0.33233,                0.94956,                0.99979,                      1,                  0.995,                0.94514,                0.37521,                 0.1959,                0.86752,                0.00109,                0.00109,                0.00109
                    182,                0.52915,                0.33247,                0.94229,                0.99976,                      1,                  0.995,                0.94828,                0.37791,                0.19656,                0.86812,              0.0010405,              0.0010405,              0.0010405
                    183,                0.53318,                0.33497,                 0.9448,                0.99978,                      1,                  0.995,                0.94516,                0.38407,                0.19747,                0.86734,               0.000991,               0.000991,               0.000991
                    184,                0.53857,                0.33144,                0.95353,                 0.9998,                      1,                  0.995,                0.94447,                0.38032,                0.19543,                0.86575,              0.0009415,              0.0009415,              0.0009415
                    185,                0.52615,                0.33133,                0.94729,                0.99981,                      1,                  0.995,                0.94699,                0.37605,                  0.193,                0.86363,               0.000892,               0.000892,               0.000892
                    186,                0.51858,                0.32575,                0.93745,                0.99981,                      1,                  0.995,                0.94667,                0.38184,                0.19628,                0.87079,              0.0008425,              0.0008425,              0.0008425
                    187,                0.53629,                0.32996,                0.94633,                0.99981,                      1,                  0.995,                0.94541,                0.37218,                0.18938,                0.86599,               0.000793,               0.000793,               0.000793
                    188,                 0.5167,                0.32246,                0.93778,                0.99981,                      1,                  0.995,                0.95126,                0.37186,                0.19121,                 0.8624,              0.0007435,              0.0007435,              0.0007435
                    189,                0.52351,                 0.3302,                0.94836,                0.99981,                      1,                  0.995,                0.95014,                0.36886,                0.19112,                0.86308,               0.000694,               0.000694,               0.000694
                    190,                0.52203,                0.32538,                0.94016,                0.99981,                      1,                  0.995,                0.94809,                0.37085,                0.19272,                0.86401,              0.0006445,              0.0006445,              0.0006445
                    191,                0.51957,                 0.3274,                 0.9401,                 0.9998,                      1,                  0.995,                0.94889,                 0.3708,                 0.1924,                0.86363,               0.000595,               0.000595,               0.000595
                    192,                0.52318,                0.32554,                0.94924,                0.99981,                      1,                  0.995,                0.95085,                0.36316,                0.18847,                0.85832,              0.0005455,              0.0005455,              0.0005455
                    193,                 0.5222,                0.32868,                0.94676,                0.99981,                      1,                  0.995,                0.95041,                0.35754,                0.18903,                0.85757,               0.000496,               0.000496,               0.000496
                    194,                0.50573,                 0.3163,                0.93546,                0.99981,                      1,                  0.995,                0.94836,                 0.3584,                 0.1886,                0.85826,              0.0004465,              0.0004465,              0.0004465
                    195,                0.51082,                0.31771,                0.93588,                0.99981,                      1,                  0.995,                0.94644,                 0.3611,                0.18995,                0.85842,               0.000397,               0.000397,               0.000397
                    196,                0.51487,                0.31745,                0.94177,                0.99981,                      1,                  0.995,                0.95119,                0.36156,                 0.1894,                0.85847,              0.0003475,              0.0003475,              0.0003475
                    197,                0.51199,                0.31802,                  0.939,                0.99981,                      1,                  0.995,                0.94802,                0.36437,                0.18957,                 0.8592,               0.000298,               0.000298,               0.000298
                    198,                0.50136,                0.31591,                0.93627,                0.99981,                      1,                  0.995,                0.94786,                0.36305,                 0.1907,                0.85919,              0.0002485,              0.0002485,              0.0002485
                    199,                0.51659,                0.32307,                0.94045,                0.99981,                      1,                  0.995,                 0.9487,                0.35931,                 0.1877,                0.85687,               0.000199,               0.000199,               0.000199
