                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.1331,                0.68531,                 1.2463,                0.99316,                0.99695,                  0.995,                0.73071,                0.98506,                0.46327,                 1.1957,              0.0089605,              0.0089605,              0.0089605
                     23,                  1.103,                0.66938,                 1.2348,                0.99694,                0.99194,                0.99436,                0.78255,                0.84874,                0.42897,                  1.085,               0.008911,               0.008911,               0.008911
                     24,                 1.0844,                0.65692,                 1.2236,                0.98886,                0.99695,                0.99414,                0.75389,                0.92405,                0.46308,                 1.1592,              0.0088615,              0.0088615,              0.0088615
                     25,                 1.0807,                0.65376,                 1.2227,                0.99466,                0.99085,                0.99488,                0.79211,                 0.8134,                0.41965,                 1.0756,               0.008812,               0.008812,               0.008812
                     26,                 1.0664,                0.64411,                 1.2127,                0.98495,                0.99748,                0.99302,                0.79483,                0.80866,                0.42647,                 1.0714,              0.0087625,              0.0087625,              0.0087625
                     27,                 1.0653,                0.64687,                 1.2104,                0.99695,                0.99763,                  0.995,                0.79483,                0.79863,                0.40921,                 1.0822,               0.008713,               0.008713,               0.008713
                     28,                 1.0467,                 0.6316,                 1.2028,                 0.9849,                0.99414,                0.99475,                0.80751,                0.77925,                0.40382,                 1.0606,              0.0086635,              0.0086635,              0.0086635
                     29,                 1.0457,                0.63039,                 1.2038,                0.99694,                0.99472,                  0.995,                0.80564,                0.75416,                0.38818,                 1.0527,               0.008614,               0.008614,               0.008614
                     30,                  1.051,                0.63443,                 1.2118,                0.99367,                0.99695,                  0.995,                0.79488,                0.79224,                0.39698,                 1.0679,              0.0085645,              0.0085645,              0.0085645
                     31,                 1.0352,                0.61966,                  1.193,                0.99392,                0.99626,                0.99491,                0.80217,                0.76221,                0.39047,                   1.05,               0.008515,               0.008515,               0.008515
                     32,                 1.0158,                0.61193,                 1.1892,                0.99579,                0.99695,                0.99485,                0.78657,                0.83065,                0.42019,                 1.0992,              0.0084655,              0.0084655,              0.0084655
                     33,                 1.0137,                0.60777,                 1.1774,                0.99574,                0.99695,                0.99497,                0.81205,                0.73874,                0.37807,                 1.0298,               0.008416,               0.008416,               0.008416
                     34,                 1.0101,                 0.5969,                 1.1878,                0.99851,                 0.9939,                  0.995,                0.80323,                0.75532,                0.39055,                 1.0415,              0.0083665,              0.0083665,              0.0083665
                     35,                0.99657,                0.58873,                  1.181,                0.99695,                0.99656,                  0.995,                0.81352,                0.73103,                 0.3665,                 1.0396,               0.008317,               0.008317,               0.008317
                     36,                 1.0092,                0.59315,                 1.1886,                 0.9995,                0.99695,                  0.995,                0.80738,                0.79112,                0.38099,                 1.0596,              0.0082675,              0.0082675,              0.0082675
                     37,                0.97781,                0.58478,                 1.1658,                0.99353,                      1,                0.99494,                0.80635,                0.76042,                0.38198,                  1.053,               0.008218,               0.008218,               0.008218
                     38,                0.97257,                0.58595,                 1.1672,                0.99767,                0.99695,                  0.995,                0.81075,                0.74598,                0.36851,                 1.0246,              0.0081685,              0.0081685,              0.0081685
                     39,                0.98125,                0.57844,                 1.1662,                      1,                 0.9999,                  0.995,                0.83289,                0.67516,                0.34445,                0.99616,               0.008119,               0.008119,               0.008119
                     40,                0.96891,                0.57407,                 1.1496,                0.99984,                      1,                  0.995,                0.82827,                0.66968,                0.35094,                 0.9966,              0.0080695,              0.0080695,              0.0080695
                     41,                0.96369,                0.57424,                 1.1426,                      1,                0.99935,                  0.995,                0.82416,                0.70578,                0.35023,                 1.0122,                0.00802,                0.00802,                0.00802
                     42,                0.95355,                0.56828,                 1.1467,                      1,                0.99667,                  0.995,                0.84061,                0.63937,                0.34265,                0.97484,              0.0079705,              0.0079705,              0.0079705
                     43,                 0.9529,                0.56154,                 1.1446,                0.99604,                      1,                0.99494,                0.83184,                0.66476,                 0.3499,                0.99077,               0.007921,               0.007921,               0.007921
                     44,                0.93276,                0.55394,                 1.1411,                0.99937,                      1,                  0.995,                0.83823,                0.70594,                0.34953,                 1.0229,              0.0078715,              0.0078715,              0.0078715
                     45,                0.90107,                0.54803,                 1.1169,                0.99673,                      1,                  0.995,                0.83525,                0.69554,                0.33914,                 1.0163,               0.007822,               0.007822,               0.007822
                     46,                 0.9162,                0.53887,                 1.1313,                0.99687,                      1,                0.99494,                0.84234,                0.66985,                0.33917,                 1.0049,              0.0077725,              0.0077725,              0.0077725
                     47,                0.91899,                0.53665,                 1.1157,                0.99969,                      1,                  0.995,                0.85157,                  0.657,                0.33331,                0.98674,               0.007723,               0.007723,               0.007723
                     48,                0.90922,                0.53207,                  1.126,                      1,                 0.9965,                  0.995,                0.84774,                0.66471,                0.32969,                0.99078,              0.0076735,              0.0076735,              0.0076735
                     49,                0.90465,                0.53113,                 1.1223,                0.99696,                0.99919,                0.99497,                0.85033,                 0.6499,                  0.335,                0.97769,               0.007624,               0.007624,               0.007624
                     50,                0.92477,                0.54715,                 1.1315,                0.99971,                      1,                  0.995,                0.86126,                0.63128,                0.32623,                0.97702,              0.0075745,              0.0075745,              0.0075745
                     51,                0.88284,                0.51403,                 1.1126,                0.99983,                      1,                  0.995,                0.85289,                0.64982,                0.32046,                0.98817,               0.007525,               0.007525,               0.007525
                     52,                0.89138,                0.53502,                 1.1203,                0.99927,                0.99695,                  0.995,                0.85918,                0.60551,                0.31418,                0.96023,              0.0074755,              0.0074755,              0.0074755
                     53,                0.88657,                0.52568,                 1.1096,                0.99968,                      1,                  0.995,                0.85971,                0.61004,                0.31996,                0.95982,               0.007426,               0.007426,               0.007426
                     54,                0.87957,                 0.5236,                 1.1155,                0.99967,                0.99695,                  0.995,                0.85474,                0.61806,                 0.3275,                 0.9742,              0.0073765,              0.0073765,              0.0073765
                     55,                0.88502,                0.51269,                 1.1059,                0.99979,                      1,                  0.995,                0.86498,                0.60527,                0.31736,                0.96081,               0.007327,               0.007327,               0.007327
                     56,                 0.8695,                0.51346,                 1.1031,                 0.9995,                      1,                  0.995,                0.86615,                0.59848,                0.32062,                0.95031,              0.0072775,              0.0072775,              0.0072775
                     57,                 0.8744,                0.51078,                  1.102,                0.99937,                      1,                  0.995,                0.86014,                0.60322,                0.30622,                 0.9664,               0.007228,               0.007228,               0.007228
                     58,                0.85902,                 0.5071,                 1.0912,                0.99627,                      1,                  0.995,                0.84447,                0.62795,                 0.3131,                0.96007,              0.0071785,              0.0071785,              0.0071785
                     59,                0.84425,                0.50902,                 1.0806,                0.99938,                      1,                  0.995,                0.86575,                0.57865,                0.31027,                0.94907,               0.007129,               0.007129,               0.007129
                     60,                0.85177,                0.51135,                    1.1,                0.99963,                      1,                  0.995,                0.86373,                0.62273,                0.30692,                0.96335,              0.0070795,              0.0070795,              0.0070795
                     61,                0.83271,                0.48985,                 1.0796,                 0.9997,                      1,                  0.995,                0.86022,                0.61345,                 0.3039,                  0.963,                0.00703,                0.00703,                0.00703
                     62,                0.84582,                0.49272,                 1.0914,                0.99958,                      1,                  0.995,                0.86789,                0.60551,                0.30037,                0.97508,              0.0069805,              0.0069805,              0.0069805
                     63,                0.86243,                0.50318,                 1.0987,                0.99946,                      1,                  0.995,                0.86593,                0.61732,                0.30178,                0.96988,               0.006931,               0.006931,               0.006931
                     64,                0.83601,                0.48793,                 1.0805,                0.99977,                      1,                  0.995,                0.86811,                0.57916,                0.29453,                0.95091,              0.0068815,              0.0068815,              0.0068815
                     65,                 0.8222,                0.49024,                 1.0748,                0.99966,                      1,                  0.995,                0.87284,                0.60654,                0.30822,                0.97215,               0.006832,               0.006832,               0.006832
                     66,                0.82392,                 0.4902,                 1.0852,                0.99688,                      1,                  0.995,                0.86839,                0.57866,                0.30356,                0.95726,              0.0067825,              0.0067825,              0.0067825
                     67,                0.81372,                0.48721,                 1.0796,                0.99969,                      1,                  0.995,                0.87309,                0.57222,                0.29893,                 0.9432,               0.006733,               0.006733,               0.006733
                     68,                0.80637,                0.48458,                 1.0694,                0.99973,                      1,                  0.995,                0.87451,                 0.5869,                0.29835,                0.95447,              0.0066835,              0.0066835,              0.0066835
                     69,                0.81251,                0.48722,                 1.0776,                0.99974,                      1,                  0.995,                0.88724,                0.55192,                0.28561,                0.93744,               0.006634,               0.006634,               0.006634
                     70,                0.81296,                 0.4834,                 1.0754,                0.99971,                      1,                  0.995,                0.87649,                0.56869,                0.29237,                0.95483,              0.0065845,              0.0065845,              0.0065845
                     71,                0.79044,                0.47629,                 1.0698,                0.99907,                      1,                  0.995,                0.87938,                0.56604,                0.28684,                 0.9404,               0.006535,               0.006535,               0.006535
                     72,                0.83602,                0.48722,                 1.0881,                0.99986,                      1,                  0.995,                0.87219,                0.57177,                0.30319,                0.95158,              0.0064855,              0.0064855,              0.0064855
                     73,                0.78997,                0.47611,                  1.061,                0.99974,                      1,                  0.995,                0.86961,                0.60486,                0.29709,                0.96624,               0.006436,               0.006436,               0.006436
                     74,                 0.7999,                0.47074,                 1.0702,                0.99987,                      1,                  0.995,                0.87275,                0.58583,                0.29294,                0.95795,              0.0063865,              0.0063865,              0.0063865
                     75,                0.80063,                0.48211,                 1.0631,                0.99975,                      1,                  0.995,                 0.8766,                0.56143,                0.28897,                0.94557,               0.006337,               0.006337,               0.006337
                     76,                0.78318,                0.46835,                 1.0576,                0.99841,                      1,                  0.995,                 0.8712,                0.59882,                0.29788,                0.95636,              0.0062875,              0.0062875,              0.0062875
                     77,                0.78099,                0.46344,                 1.0553,                0.99641,                      1,                0.99494,                0.88161,                0.56715,                0.28499,                0.94446,               0.006238,               0.006238,               0.006238
                     78,                0.77586,                0.45588,                 1.0551,                0.99962,                      1,                  0.995,                0.88779,                0.52842,                0.27733,                0.92983,              0.0061885,              0.0061885,              0.0061885
                     79,                0.78771,                 0.4636,                 1.0642,                0.99977,                      1,                  0.995,                0.87461,                0.56163,                0.28388,                0.93923,               0.006139,               0.006139,               0.006139
                     80,                0.78164,                0.46368,                 1.0566,                0.99959,                      1,                  0.995,                0.88061,                0.54699,                 0.2801,                0.93827,              0.0060895,              0.0060895,              0.0060895
                     81,                0.77878,                0.45064,                 1.0516,                0.99969,                      1,                  0.995,                0.88312,                0.53597,                0.27763,                0.94868,                0.00604,                0.00604,                0.00604
                     82,                0.76662,                0.45287,                 1.0507,                0.99964,                      1,                  0.995,                0.88575,                0.53042,                0.27674,                0.92865,              0.0059905,              0.0059905,              0.0059905
                     83,                0.76822,                0.45808,                 1.0518,                0.99958,                      1,                  0.995,                 0.8886,                0.54498,                0.27883,                0.93235,               0.005941,               0.005941,               0.005941
                     84,                0.76382,                0.45252,                 1.0443,                0.99959,                      1,                  0.995,                 0.8933,                 0.5241,                0.27187,                0.92016,              0.0058915,              0.0058915,              0.0058915
                     85,                0.76825,                0.46715,                 1.0574,                0.99968,                      1,                  0.995,                0.89213,                0.51802,                0.27038,                0.91299,               0.005842,               0.005842,               0.005842
                     86,                0.76113,                 0.4549,                 1.0471,                0.99966,                      1,                  0.995,                0.89246,                0.52852,                0.26868,                0.92818,              0.0057925,              0.0057925,              0.0057925
                     87,                0.76095,                0.45761,                 1.0467,                      1,                0.99943,                  0.995,                0.88548,                0.55033,                 0.2768,                0.93057,               0.005743,               0.005743,               0.005743
                     88,                0.76293,                0.45698,                 1.0523,                0.99975,                      1,                  0.995,                0.89319,                0.51848,                0.26903,                0.91722,              0.0056935,              0.0056935,              0.0056935
                     89,                0.76699,                0.45855,                 1.0474,                0.99978,                      1,                  0.995,                0.89275,                0.53168,                0.26868,                0.92607,               0.005644,               0.005644,               0.005644
                     90,                0.74428,                0.44985,                 1.0388,                0.99957,                      1,                  0.995,                0.88603,                0.54656,                0.27488,                0.92525,              0.0055945,              0.0055945,              0.0055945
                     91,                0.73055,                0.44311,                 1.0411,                0.99967,                      1,                  0.995,                0.88588,                0.53758,                0.27017,                 0.9339,               0.005545,               0.005545,               0.005545
                     92,                0.73466,                0.43474,                 1.0312,                0.99979,                      1,                  0.995,                0.89352,                0.51263,                0.26261,                0.91197,              0.0054955,              0.0054955,              0.0054955
                     93,                0.72596,                0.43955,                 1.0271,                0.99979,                      1,                  0.995,                0.88434,                0.53959,                0.27099,                0.92936,               0.005446,               0.005446,               0.005446
                     94,                0.72549,                0.43524,                 1.0312,                0.99933,                      1,                  0.995,                0.88436,                0.53383,                0.27055,                0.92577,              0.0053965,              0.0053965,              0.0053965
                     95,                0.74015,                0.43906,                 1.0419,                0.99947,                      1,                  0.995,                0.89502,                0.51239,                0.27008,                0.92568,               0.005347,               0.005347,               0.005347
                     96,                0.72637,                0.43982,                 1.0326,                0.99971,                      1,                  0.995,                0.89393,                0.50215,                0.26487,                0.90817,              0.0052975,              0.0052975,              0.0052975
                     97,                0.71495,                0.42495,                 1.0283,                0.99977,                      1,                  0.995,                0.90317,                0.51182,                0.26539,                0.92094,               0.005248,               0.005248,               0.005248
                     98,                0.71928,                 0.4299,                 1.0289,                0.99973,                      1,                  0.995,                0.89648,                0.52287,                0.26492,                0.92753,              0.0051985,              0.0051985,              0.0051985
                     99,                 0.7069,                0.43351,                 1.0252,                0.99974,                      1,                  0.995,                0.89273,                0.52446,                0.26115,                0.93042,               0.005149,               0.005149,               0.005149
                    100,                0.72836,                0.43434,                 1.0337,                0.99967,                      1,                  0.995,                0.89535,                0.51894,                0.26443,                0.92619,              0.0050995,              0.0050995,              0.0050995
                    101,                0.72056,                0.42426,                 1.0273,                0.99966,                      1,                  0.995,                0.89592,                0.51048,                0.26576,                0.91866,                0.00505,                0.00505,                0.00505
                    102,                0.70683,                0.42151,                 1.0167,                0.99967,                      1,                  0.995,                0.89694,                0.52394,                0.26323,                 0.9356,              0.0050005,              0.0050005,              0.0050005
                    103,                0.70132,                0.42444,                 1.0229,                0.99958,                      1,                  0.995,                0.90539,                0.50605,                0.25757,                0.92122,               0.004951,               0.004951,               0.004951
                    104,                0.71248,                0.42701,                 1.0278,                0.99677,                      1,                  0.995,                0.90123,                0.50085,                0.25616,                0.91466,              0.0049015,              0.0049015,              0.0049015
                    105,                0.70556,                0.42555,                 1.0215,                0.99963,                      1,                  0.995,                0.89346,                0.51295,                0.26158,                0.92913,               0.004852,               0.004852,               0.004852
                    106,                0.71268,                0.42513,                 1.0283,                0.99969,                      1,                  0.995,                0.89252,                0.51786,                0.25723,                 0.9256,              0.0048025,              0.0048025,              0.0048025
                    107,                0.70412,                 0.4282,                 1.0187,                0.99975,                      1,                  0.995,                0.90838,                0.48904,                0.25155,                0.90899,               0.004753,               0.004753,               0.004753
                    108,                0.69136,                0.41316,                 1.0135,                0.99975,                      1,                  0.995,                0.90214,                0.49105,                0.25403,                0.91661,              0.0047035,              0.0047035,              0.0047035
                    109,                0.69098,                0.42317,                   1.02,                0.99974,                      1,                  0.995,                0.90129,                0.49174,                 0.2459,                0.91413,               0.004654,               0.004654,               0.004654
                    110,                0.68404,                0.41389,                 1.0124,                0.99888,                      1,                  0.995,                0.90269,                0.48779,                0.25798,                0.91395,              0.0046045,              0.0046045,              0.0046045
                    111,                0.68881,                0.41306,                 1.0126,                0.99973,                      1,                  0.995,                0.89801,                0.51422,                 0.2537,                0.92068,               0.004555,               0.004555,               0.004555
                    112,                0.68463,                0.40261,                 1.0119,                0.99973,                      1,                  0.995,                0.90502,                0.49669,                0.25314,                0.92379,              0.0045055,              0.0045055,              0.0045055
                    113,                0.68661,                0.41091,                 1.0191,                0.99963,                      1,                  0.995,                0.90966,                0.49787,                0.25378,                0.91095,               0.004456,               0.004456,               0.004456
                    114,                0.66759,                0.40145,                 1.0033,                0.99973,                      1,                  0.995,                0.90583,                0.49592,                0.25032,                0.92995,              0.0044065,              0.0044065,              0.0044065
                    115,                0.66892,                0.40316,                 1.0041,                0.99974,                      1,                  0.995,                0.91021,                0.47677,                0.24704,                0.91489,               0.004357,               0.004357,               0.004357
                    116,                0.66387,                 0.3968,                 1.0023,                0.99971,                      1,                  0.995,                0.91616,                0.47558,                0.24892,                0.90839,              0.0043075,              0.0043075,              0.0043075
                    117,                0.66357,                0.39808,                 1.0058,                0.99957,                      1,                  0.995,                0.91303,                 0.4736,                0.25353,                0.91093,               0.004258,               0.004258,               0.004258
                    118,                0.67606,                0.40716,                 1.0106,                0.99966,                      1,                  0.995,                0.90974,                0.45837,                0.24286,                0.90044,              0.0042085,              0.0042085,              0.0042085
                    119,                0.67283,                0.40772,                 1.0104,                0.99873,                      1,                  0.995,                0.91149,                0.48646,                0.24559,                0.91215,               0.004159,               0.004159,               0.004159
                    120,                0.66759,                 0.4108,                 0.9961,                0.99942,                      1,                  0.995,                0.90847,                0.47507,                0.24663,                0.90269,              0.0041095,              0.0041095,              0.0041095
                    121,                0.67503,                0.39987,                 1.0016,                 0.9997,                      1,                  0.995,                0.91827,                0.44893,                0.23964,                0.89155,                0.00406,                0.00406,                0.00406
                    122,                0.65941,                0.40238,                 1.0062,                0.99955,                      1,                  0.995,                0.91778,                0.45409,                0.24041,                0.89467,              0.0040105,              0.0040105,              0.0040105
                    123,                0.65509,                0.40044,                0.99646,                0.99942,                      1,                  0.995,                0.91527,                0.45321,                0.24688,                 0.9005,               0.003961,               0.003961,               0.003961
                    124,                0.64701,                0.39229,                0.98965,                0.99626,                      1,                0.99497,                 0.9105,                 0.4676,                0.25145,                0.90434,              0.0039115,              0.0039115,              0.0039115
                    125,                0.66351,                0.40644,                 1.0077,                0.99981,                      1,                  0.995,                0.90757,                0.47668,                0.24738,                0.90201,               0.003862,               0.003862,               0.003862
                    126,                0.64278,                0.39078,                0.99593,                0.99979,                      1,                  0.995,                0.91181,                0.48133,                0.24287,                0.91317,              0.0038125,              0.0038125,              0.0038125
                    127,                0.66008,                0.39647,                 1.0015,                0.99972,                      1,                  0.995,                0.91833,                0.44774,                0.23155,                0.90237,               0.003763,               0.003763,               0.003763
                    128,                0.65155,                0.39374,                0.99894,                0.99977,                      1,                  0.995,                0.91873,                0.44957,                0.23678,                 0.9002,              0.0037135,              0.0037135,              0.0037135
                    129,                0.63901,                0.38568,                0.99013,                0.99976,                      1,                  0.995,                0.92726,                0.43857,                0.22782,                0.89698,               0.003664,               0.003664,               0.003664
                    130,                0.63334,                 0.3842,                0.98781,                0.99977,                      1,                  0.995,                0.91941,                0.44789,                0.23375,                0.89508,              0.0036145,              0.0036145,              0.0036145
                    131,                0.64052,                0.38807,                0.98751,                0.99974,                      1,                  0.995,                0.92596,                0.43365,                0.22301,                0.89151,               0.003565,               0.003565,               0.003565
                    132,                0.64513,                0.38909,                0.99096,                0.99972,                      1,                  0.995,                0.92751,                0.43669,                0.23127,                0.88912,              0.0035155,              0.0035155,              0.0035155
                    133,                0.62945,                0.37729,                0.98553,                 0.9998,                      1,                  0.995,                0.92608,                0.43344,                0.22928,                 0.8909,               0.003466,               0.003466,               0.003466
                    134,                0.63396,                0.38388,                0.99058,                0.99973,                      1,                  0.995,                 0.9182,                0.44669,                0.22596,                 0.8869,              0.0034165,              0.0034165,              0.0034165
                    135,                0.62234,                0.37455,                0.97979,                0.99971,                      1,                  0.995,                0.92268,                0.43432,                0.22516,                 0.8881,               0.003367,               0.003367,               0.003367
                    136,                0.64361,                0.38648,                0.99675,                0.99977,                      1,                  0.995,                0.93228,                0.42089,                0.22386,                0.88073,              0.0033175,              0.0033175,              0.0033175
                    137,                0.62318,                0.37544,                0.98753,                 0.9998,                      1,                  0.995,                0.92044,                0.44421,                0.22435,                0.89031,               0.003268,               0.003268,               0.003268
                    138,                0.62394,                0.37908,                0.98624,                0.99973,                      1,                  0.995,                0.92933,                0.42753,                0.22551,                0.88565,              0.0032185,              0.0032185,              0.0032185
                    139,                 0.6215,                0.37208,                0.98689,                0.99979,                      1,                  0.995,                 0.9249,                0.42687,                0.21916,                0.88739,               0.003169,               0.003169,               0.003169
                    140,                0.61826,                0.37277,                0.98783,                 0.9998,                      1,                  0.995,                0.92234,                0.43822,                0.22669,                0.89779,              0.0031195,              0.0031195,              0.0031195
                    141,                0.62093,                0.37515,                0.98807,                0.99978,                      1,                  0.995,                0.92386,                0.42765,                0.22355,                0.88717,                0.00307,                0.00307,                0.00307
                    142,                0.62932,                0.38336,                0.98609,                0.99977,                      1,                  0.995,                0.92488,                0.43267,                0.22673,                 0.8897,              0.0030205,              0.0030205,              0.0030205
                    143,                0.61941,                0.37979,                0.98122,                0.99977,                      1,                  0.995,                0.92637,                 0.4283,                0.21965,                0.88491,               0.002971,               0.002971,               0.002971
                    144,                0.60913,                0.36892,                0.97171,                0.99978,                      1,                  0.995,                0.92925,                0.42733,                0.22199,                0.88136,              0.0029215,              0.0029215,              0.0029215
                    145,                0.59727,                0.36204,                0.96634,                 0.9998,                      1,                  0.995,                0.92683,                0.42766,                0.21963,                0.88373,               0.002872,               0.002872,               0.002872
                    146,                0.61022,                0.37228,                0.97153,                 0.9998,                      1,                  0.995,                0.91964,                0.43721,                0.22155,                0.89238,              0.0028225,              0.0028225,              0.0028225
                    147,                0.59624,                0.36206,                0.97105,                0.99979,                      1,                  0.995,                0.93439,                0.41913,                0.21719,                0.87968,               0.002773,               0.002773,               0.002773
                    148,                0.59796,                0.36369,                0.97482,                 0.9998,                      1,                  0.995,                0.93021,                0.43119,                0.21549,                0.88313,              0.0027235,              0.0027235,              0.0027235
                    149,                0.60331,                 0.3663,                 0.9758,                0.99979,                      1,                  0.995,                0.92955,                0.42628,                0.22094,                0.88516,               0.002674,               0.002674,               0.002674
                    150,                0.59107,                0.35561,                0.96973,                0.99979,                      1,                  0.995,                0.92842,                0.41227,                0.21834,                0.87221,              0.0026245,              0.0026245,              0.0026245
                    151,                0.60749,                0.37413,                0.97872,                0.99979,                      1,                  0.995,                0.93366,                0.40115,                0.20953,                 0.8751,               0.002575,               0.002575,               0.002575
                    152,                0.59871,                 0.3623,                0.97116,                 0.9998,                      1,                  0.995,                0.92993,                0.41413,                0.21406,                0.87984,              0.0025255,              0.0025255,              0.0025255
                    153,                0.58898,                0.36093,                0.96869,                 0.9998,                      1,                  0.995,                0.93713,                0.40989,                0.21365,                0.87274,               0.002476,               0.002476,               0.002476
                    154,                0.58899,                0.36731,                 0.9718,                0.99972,                      1,                  0.995,                 0.9344,                0.40428,                0.21167,                0.87507,              0.0024265,              0.0024265,              0.0024265
                    155,                0.59159,                 0.3632,                0.97388,                0.99979,                      1,                  0.995,                0.93196,                0.40133,                0.21052,                 0.8706,               0.002377,               0.002377,               0.002377
                    156,                 0.5837,                0.35313,                0.96551,                 0.9998,                      1,                  0.995,                0.93665,                0.40303,                0.21219,                0.87411,              0.0023275,              0.0023275,              0.0023275
                    157,                0.58457,                0.35591,                0.96489,                0.99979,                      1,                  0.995,                0.93147,                0.40972,                0.20913,                0.87733,               0.002278,               0.002278,               0.002278
                    158,                0.58598,                0.36048,                0.97215,                0.99983,                      1,                  0.995,                0.93284,                0.40475,                0.21255,                0.87085,              0.0022285,              0.0022285,              0.0022285
                    159,                0.57315,                0.35452,                0.96097,                0.99975,                      1,                  0.995,                0.93335,                0.40205,                0.20708,                0.86643,               0.002179,               0.002179,               0.002179
                    160,                0.59023,                0.35872,                 0.9699,                0.99979,                      1,                  0.995,                 0.9323,                0.40237,                0.20855,                0.87461,              0.0021295,              0.0021295,              0.0021295
                    161,                0.56962,                0.35254,                0.95862,                 0.9998,                      1,                  0.995,                0.93744,                0.40809,                0.21024,                0.87934,                0.00208,                0.00208,                0.00208
                    162,                 0.5879,                0.36152,                0.97284,                0.99981,                      1,                  0.995,                0.93182,                0.39888,                0.20754,                 0.8728,              0.0020305,              0.0020305,              0.0020305
