                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.3379,                 1.2237,                 1.3455,                0.82112,                0.86111,                0.90359,                0.46667,                  1.621,                 1.2034,                 1.4946,               0.007624,               0.007624,               0.007624
                     26,                 1.3138,                  1.214,                  1.359,                0.83515,                0.83333,                0.91105,                0.45634,                 1.6179,                 1.1775,                 1.4757,               0.007525,               0.007525,               0.007525
                     27,                 1.3694,                 1.2585,                 1.3742,                0.80885,                0.70545,                0.72811,                0.36912,                 1.6591,                 1.5246,                 1.5102,               0.007426,               0.007426,               0.007426
                     28,                 1.3922,                 1.2839,                 1.3921,                0.83118,                0.88889,                0.92531,                0.41325,                 1.6396,                 1.1807,                 1.4833,               0.007327,               0.007327,               0.007327
                     29,                 1.3446,                 1.1998,                 1.3853,                0.94998,                0.88889,                0.92174,                0.38997,                 1.7609,                 1.0833,                 1.5928,               0.007228,               0.007228,               0.007228
                     30,                 1.3366,                   1.14,                  1.354,                0.85379,                0.86111,                0.85168,                0.32064,                 1.7614,                 1.3976,                  1.628,               0.007129,               0.007129,               0.007129
                     31,                 1.3801,                 1.1538,                   1.37,                0.90532,                0.79704,                0.86426,                0.35764,                 1.7884,                 1.1855,                 1.5731,                0.00703,                0.00703,                0.00703
                     32,                 1.3648,                 1.1809,                 1.3592,                0.75005,                0.91691,                0.84465,                0.38288,                  1.583,                  1.122,                 1.4573,               0.006931,               0.006931,               0.006931
                     33,                 1.3216,                 1.1724,                 1.3728,                 0.8078,                0.93412,                 0.8979,                 0.3803,                 1.7031,                 1.1172,                  1.542,               0.006832,               0.006832,               0.006832
                     34,                 1.3373,                 1.1048,                 1.3565,                0.84154,                0.86111,                0.89072,                0.37754,                 1.6336,                 1.1349,                 1.5055,               0.006733,               0.006733,               0.006733
                     35,                 1.3377,                 1.1173,                 1.3609,                0.83804,                0.80556,                0.83654,                0.42828,                 1.4612,                 1.1672,                 1.4041,               0.006634,               0.006634,               0.006634
                     36,                 1.2965,                 1.1046,                   1.33,                 0.9033,                0.80556,                0.87399,                 0.4606,                 1.5581,                 1.0808,                 1.4346,               0.006535,               0.006535,               0.006535
                     37,                 1.2845,                  1.081,                 1.3526,                0.93897,                0.85486,                0.91241,                0.48068,                  1.535,                 1.0076,                 1.4216,               0.006436,               0.006436,               0.006436
                     38,                 1.2466,                 1.0333,                 1.3146,                0.92022,                0.94444,                0.96266,                0.41113,                 1.7075,                 1.0159,                 1.4921,               0.006337,               0.006337,               0.006337
                     39,                 1.2709,                 1.0077,                  1.308,                0.89539,                0.95113,                0.96647,                0.48289,                 1.5687,                0.99406,                  1.398,               0.006238,               0.006238,               0.006238
                     40,                 1.2436,                 1.0494,                 1.3292,                0.91756,                 0.9277,                0.96313,                0.45296,                 1.7151,                 1.0566,                 1.4774,               0.006139,               0.006139,               0.006139
                     41,                 1.2207,                  1.009,                 1.2936,                0.91843,                0.93842,                0.94911,                0.51688,                 1.4624,                0.93677,                 1.3473,                0.00604,                0.00604,                0.00604
                     42,                 1.1596,                0.94772,                  1.257,                 0.9186,                0.94045,                0.97088,                0.48106,                 1.5524,                  0.927,                 1.3695,               0.005941,               0.005941,               0.005941
                     43,                 1.2002,                0.95858,                 1.2998,                0.88517,                0.83333,                0.93272,                 0.4233,                 1.6555,                  1.038,                 1.4166,               0.005842,               0.005842,               0.005842
                     44,                 1.2188,                0.99471,                 1.2998,                 0.9615,                0.91667,                0.97727,                0.46887,                 1.6402,                0.98258,                  1.428,               0.005743,               0.005743,               0.005743
                     45,                 1.2627,                 1.0344,                 1.3367,                0.96337,                0.80556,                0.94557,                0.49136,                 1.5454,                 1.0425,                 1.3856,               0.005644,               0.005644,               0.005644
                     46,                 1.2246,                0.96051,                 1.2858,                0.88388,                0.84594,                0.94255,                0.46513,                 1.6292,                 1.0154,                 1.4772,               0.005545,               0.005545,               0.005545
                     47,                 1.2089,                 1.0049,                  1.307,                0.90097,                0.83333,                0.93902,                 0.4528,                 1.6642,                 1.0071,                 1.5271,               0.005446,               0.005446,               0.005446
                     48,                 1.2092,                0.97539,                 1.2982,                 0.9409,                0.88461,                0.94894,                 0.4835,                 1.6233,                0.96045,                 1.5478,               0.005347,               0.005347,               0.005347
                     49,                 1.1932,                0.96693,                 1.2966,                0.87383,                0.83333,                0.88072,                0.48092,                 1.5538,                0.96362,                 1.4843,               0.005248,               0.005248,               0.005248
                     50,                 1.2033,                 0.9424,                 1.2896,                0.90201,                0.80556,                0.86914,                0.45094,                 1.5446,                0.96884,                 1.4917,               0.005149,               0.005149,               0.005149
                     51,                 1.1654,                0.93834,                 1.2777,                0.72867,                0.97222,                0.91631,                0.45093,                 1.5935,                 0.9927,                 1.4686,                0.00505,                0.00505,                0.00505
                     52,                 1.1438,                0.86759,                 1.2188,                 0.9331,                 0.7749,                0.89126,                0.40592,                 1.6905,                0.97963,                 1.5319,               0.004951,               0.004951,               0.004951
                     53,                 1.1877,                0.91667,                 1.2734,                0.78477,                0.91163,                0.90879,                  0.449,                 1.5604,                0.96556,                 1.4666,               0.004852,               0.004852,               0.004852
                     54,                 1.1172,                0.88195,                 1.2164,                 0.8912,                0.91028,                 0.9325,                0.42784,                 1.6257,                0.95191,                 1.4941,               0.004753,               0.004753,               0.004753
                     55,                 1.0892,                0.84292,                 1.2279,                0.91318,                0.91667,                0.95245,                0.40471,                 1.7553,                0.92288,                 1.5599,               0.004654,               0.004654,               0.004654
                     56,                 1.1469,                0.88427,                 1.2532,                0.89372,                0.93447,                0.95806,                0.44332,                 1.6931,                0.92794,                 1.5256,               0.004555,               0.004555,               0.004555
                     57,                 1.1358,                0.83315,                 1.2326,                0.85713,                0.88889,                0.93267,                0.45399,                 1.6424,                0.90834,                 1.5083,               0.004456,               0.004456,               0.004456
                     58,                 1.1136,                0.87692,                 1.2498,                0.89047,                0.90349,                0.95931,                0.42426,                  1.657,                0.92981,                 1.5141,               0.004357,               0.004357,               0.004357
                     59,                 1.1134,                0.84642,                 1.2412,                0.92448,                0.91667,                0.96849,                0.43279,                 1.6194,                0.94265,                 1.5205,               0.004258,               0.004258,               0.004258
                     60,                 1.0753,                0.84015,                 1.2212,                0.93205,                0.91667,                 0.9686,                0.41224,                 1.6779,                0.88303,                 1.5664,               0.004159,               0.004159,               0.004159
                     61,                 1.2169,                0.95288,                 1.3255,                0.89645,                0.96211,                0.97374,                0.41209,                  1.644,                0.91439,                 1.5049,                0.00406,                0.00406,                0.00406
                     62,                 1.0945,                0.82891,                 1.2296,                0.86874,                0.91667,                 0.9673,                0.46885,                 1.5258,                0.88805,                 1.4531,               0.003961,               0.003961,               0.003961
                     63,                 1.1441,                0.88466,                 1.2727,                0.89616,                0.97222,                0.96622,                 0.4564,                 1.5779,                0.90032,                 1.4598,               0.003862,               0.003862,               0.003862
                     64,                 1.1192,                0.85031,                 1.2542,                0.89089,                0.94444,                0.97252,                0.46999,                 1.5689,                0.89074,                 1.4508,               0.003763,               0.003763,               0.003763
                     65,                  1.101,                0.82265,                 1.2249,                0.87048,                      1,                0.97535,                0.49371,                 1.5021,                0.85253,                 1.3922,               0.003664,               0.003664,               0.003664
                     66,                 1.1434,                 0.8644,                 1.2544,                0.94515,                0.95751,                0.98738,                0.51536,                 1.4885,                0.82399,                 1.3781,               0.003565,               0.003565,               0.003565
                     67,                 1.0602,                 0.7876,                 1.1942,                0.90221,                0.91667,                0.96459,                0.50902,                 1.5573,                0.83989,                 1.4169,               0.003466,               0.003466,               0.003466
                     68,                 1.0863,                0.79365,                 1.2067,                0.94221,                0.90605,                0.97441,                0.49232,                 1.6946,                0.84926,                 1.5002,               0.003367,               0.003367,               0.003367
                     69,                 1.0563,                0.75248,                  1.168,                0.89606,                0.97222,                0.97555,                0.52976,                 1.5422,                  0.836,                 1.4232,               0.003268,               0.003268,               0.003268
                     70,                 1.0438,                0.78245,                 1.1894,                0.89236,                0.97222,                0.98119,                0.47645,                 1.7094,                  0.834,                 1.5116,               0.003169,               0.003169,               0.003169
                     71,                 1.0144,                0.81119,                 1.1839,                0.89713,                0.96905,                0.97892,                0.51364,                 1.6026,                0.81745,                  1.483,                0.00307,                0.00307,                0.00307
                     72,                 1.0288,                0.76121,                 1.1887,                 0.9371,                0.97222,                0.98186,                0.45515,                 1.7569,                0.82695,                 1.5692,               0.002971,               0.002971,               0.002971
                     73,                 1.0387,                0.78045,                 1.1752,                0.91601,                0.90899,                0.96898,                0.44848,                 1.7926,                0.89264,                  1.599,               0.002872,               0.002872,               0.002872
                     74,                 1.0458,                0.78712,                 1.2013,                0.91172,                0.97222,                0.97596,                0.47471,                 1.7132,                0.84866,                 1.5554,               0.002773,               0.002773,               0.002773
                     75,                 1.0136,                0.75498,                 1.1784,                 0.9428,                0.97222,                0.97456,                0.45157,                  1.771,                0.83452,                  1.571,               0.002674,               0.002674,               0.002674
                     76,                 1.0367,                0.76378,                 1.2013,                0.94087,                0.97222,                0.97747,                0.46894,                 1.7347,                0.83562,                 1.5441,               0.002575,               0.002575,               0.002575
                     77,                   1.04,                0.74885,                  1.205,                0.93956,                0.97222,                0.98412,                0.48353,                 1.7308,                0.80284,                 1.5633,               0.002476,               0.002476,               0.002476
                     78,                 1.0448,                0.76659,                 1.2051,                0.94035,                0.97222,                0.98178,                0.48564,                 1.7069,                0.80896,                 1.5594,               0.002377,               0.002377,               0.002377
                     79,                 1.0159,                0.75321,                  1.183,                0.91512,                0.94444,                0.97003,                0.47004,                 1.7349,                0.82472,                 1.5027,               0.002278,               0.002278,               0.002278
                     80,                 1.0104,                0.76759,                 1.1889,                0.94147,                0.97222,                0.97789,                 0.4539,                 1.7514,                0.80456,                 1.5285,               0.002179,               0.002179,               0.002179
                     81,                 1.0458,                0.77766,                   1.23,                0.91473,                0.94444,                0.96152,                0.43796,                 1.8438,                0.83989,                 1.5911,                0.00208,                0.00208,                0.00208
                     82,                0.99622,                0.74438,                 1.1669,                0.94384,                0.93391,                0.96276,                0.41236,                 1.8574,                 0.8441,                 1.6116,               0.001981,               0.001981,               0.001981
                     83,                 1.0249,                0.72875,                  1.204,                0.97207,                0.96673,                 0.9823,                0.42591,                 1.8413,                0.83129,                 1.5874,               0.001882,               0.001882,               0.001882
                     84,                 1.0062,                0.77157,                  1.181,                0.96396,                0.97222,                0.98437,                0.43954,                 1.7769,                0.80739,                 1.5262,               0.001783,               0.001783,               0.001783
                     85,                 0.9987,                0.73919,                 1.1621,                0.96799,                0.97222,                0.98395,                0.45063,                 1.7618,                0.80062,                 1.5322,               0.001684,               0.001684,               0.001684
                     86,                0.98192,                 0.7165,                  1.155,                0.97201,                0.96496,                0.99006,                0.47451,                 1.6793,                0.78021,                 1.5107,               0.001585,               0.001585,               0.001585
                     87,                0.96773,                0.72609,                 1.1577,                0.99358,                0.94444,                0.99217,                0.45809,                 1.7807,                0.77367,                 1.5822,               0.001486,               0.001486,               0.001486
                     88,                0.96595,                0.71665,                 1.1584,                0.94719,                0.99646,                0.99237,                 0.4748,                 1.7253,                0.75912,                 1.5579,               0.001387,               0.001387,               0.001387
                     89,                0.96086,                 0.6954,                  1.148,                0.98822,                0.94444,                0.99184,                0.49605,                 1.6569,                0.73486,                  1.514,               0.001288,               0.001288,               0.001288
                     90,                0.86715,                0.65273,                 1.0842,                      1,                0.93946,                0.99184,                0.49858,                 1.6968,                0.73282,                  1.555,               0.001189,               0.001189,               0.001189
                     91,                0.87451,                0.63099,                 1.0847,                0.94537,                      1,                0.99311,                0.48843,                 1.6944,                0.76062,                  1.553,                0.00109,                0.00109,                0.00109
                     92,                0.84734,                0.63876,                 1.0777,                0.94479,                      1,                0.99237,                0.48575,                 1.7299,                 0.7689,                 1.5783,               0.000991,               0.000991,               0.000991
                     93,                0.87979,                0.65433,                 1.1093,                0.99015,                0.94444,                0.99184,                0.45685,                 1.7793,                0.77931,                 1.6287,               0.000892,               0.000892,               0.000892
                     94,                0.87491,                0.63449,                  1.077,                0.97664,                0.94444,                0.99115,                0.45166,                 1.7702,                0.78755,                 1.6262,               0.000793,               0.000793,               0.000793
                     95,                 0.8507,                0.61686,                 1.0806,                0.94525,                      1,                0.99237,                 0.4744,                 1.7322,                 0.7715,                 1.6058,               0.000694,               0.000694,               0.000694
                     96,                0.84809,                0.62937,                 1.0977,                0.97201,                0.96479,                0.99263,                0.50224,                 1.6801,                0.75649,                 1.5813,               0.000595,               0.000595,               0.000595
                     97,                0.84991,                0.63278,                 1.0677,                 0.9847,                0.94444,                0.99184,                0.49525,                 1.6448,                0.75935,                 1.5557,               0.000496,               0.000496,               0.000496
                     98,                0.80586,                0.63041,                 1.0819,                0.97118,                0.94444,                0.99184,                0.50371,                 1.6268,                0.75394,                 1.5412,               0.000397,               0.000397,               0.000397
                     99,                0.82741,                0.60851,                 1.0835,                0.98626,                0.94444,                0.99184,                0.48431,                 1.6467,                0.75299,                 1.5399,               0.000298,               0.000298,               0.000298
