                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.4296,                0.98331,                 1.4189,                0.86227,                0.86968,                 0.8966,                0.40687,                 1.7273,                 1.0084,                 1.4355,               0.008713,               0.008713,               0.008713
                     15,                 1.3266,                0.88729,                 1.3339,                0.96379,                 0.7395,                0.89584,                0.47406,                 1.6875,                0.95374,                  1.511,               0.008614,               0.008614,               0.008614
                     16,                 1.3873,                 0.9056,                 1.3996,                      1,                0.70978,                0.88548,                0.42903,                 1.7618,                0.95685,                 1.5051,               0.008515,               0.008515,               0.008515
                     17,                 1.4155,                0.89511,                  1.424,                0.76181,                0.83333,                0.80805,                0.36797,                 1.9233,                 1.0044,                 1.5843,               0.008416,               0.008416,               0.008416
                     18,                 1.3548,                 0.8436,                 1.3501,                0.87559,                0.83333,                0.87801,                0.47814,                 1.6182,                0.81372,                 1.3599,               0.008317,               0.008317,               0.008317
                     19,                 1.3194,                0.83426,                 1.3444,                0.89384,                0.83333,                0.91861,                0.46291,                 1.7008,                0.80649,                 1.4925,               0.008218,               0.008218,               0.008218
                     20,                 1.3308,                0.85171,                 1.3195,                0.88164,                0.86111,                0.92925,                0.48611,                 1.5578,                0.83363,                 1.4862,               0.008119,               0.008119,               0.008119
                     21,                 1.3033,                0.87422,                 1.3208,                0.91505,                0.89777,                0.95743,                0.49274,                 1.5832,                0.91274,                 1.4282,                0.00802,                0.00802,                0.00802
                     22,                 1.2581,                0.82872,                 1.3243,                0.88481,                0.97222,                0.96794,                0.53089,                 1.4613,                0.74909,                 1.3497,               0.007921,               0.007921,               0.007921
                     23,                 1.2741,                0.82266,                 1.3073,                0.89052,                0.88889,                0.94937,                0.51535,                 1.5399,                0.81851,                 1.4025,               0.007822,               0.007822,               0.007822
                     24,                 1.2544,                0.85146,                 1.3145,                0.87849,                0.91667,                0.95677,                0.50189,                 1.5429,                0.78351,                 1.4003,               0.007723,               0.007723,               0.007723
                     25,                 1.2353,                0.74954,                 1.2966,                0.89331,                0.94444,                 0.9646,                0.48104,                  1.652,                0.80988,                 1.4435,               0.007624,               0.007624,               0.007624
                     26,                 1.2286,                0.80629,                 1.3317,                0.87136,                0.91667,                0.95235,                 0.4996,                 1.6727,                0.74233,                 1.4325,               0.007525,               0.007525,               0.007525
                     27,                 1.2411,                0.78431,                 1.3113,                0.86008,                0.85386,                0.91896,                0.49859,                  1.596,                0.77649,                 1.4085,               0.007426,               0.007426,               0.007426
                     28,                 1.2649,                0.80853,                 1.3173,                0.84142,                0.91667,                0.91635,                0.40525,                 1.9083,                0.80546,                 1.6494,               0.007327,               0.007327,               0.007327
                     29,                 1.2561,                0.78619,                 1.3395,                0.89108,                0.90919,                 0.9097,                0.44489,                 1.7654,                0.76023,                 1.5814,               0.007228,               0.007228,               0.007228
                     30,                 1.2178,                0.77817,                 1.2959,                0.91461,                0.94444,                0.94969,                0.41637,                 1.8164,                0.84654,                 1.6505,               0.007129,               0.007129,               0.007129
                     31,                 1.3205,                0.78321,                 1.3406,                0.94826,                0.91667,                0.95571,                0.43279,                 1.7394,                  0.733,                 1.5636,                0.00703,                0.00703,                0.00703
                     32,                 1.2587,                 0.7944,                 1.3135,                0.87409,                0.96437,                0.94927,                0.45517,                 1.5917,                0.73134,                 1.4462,               0.006931,               0.006931,               0.006931
                     33,                 1.2487,                0.81891,                 1.3264,                0.94274,                0.91479,                0.93088,                0.36286,                 1.9794,                0.77735,                 1.6817,               0.006832,               0.006832,               0.006832
                     34,                  1.248,                0.77631,                 1.2935,                0.87438,                0.96684,                0.93074,                0.41817,                 1.7656,                0.82091,                 1.5454,               0.006733,               0.006733,               0.006733
                     35,                 1.2296,                0.76913,                 1.3001,                0.86385,                0.91667,                0.93412,                0.48814,                 1.5965,                0.79275,                 1.4309,               0.006634,               0.006634,               0.006634
                     36,                 1.1862,                0.74713,                 1.2685,                 0.8642,                0.88396,                 0.9131,                0.50405,                 1.6336,                0.74486,                 1.4443,               0.006535,               0.006535,               0.006535
                     37,                 1.1885,                0.73322,                 1.2945,                0.93893,                0.85425,                0.91986,                 0.4621,                 1.7038,                0.80813,                 1.5325,               0.006436,               0.006436,               0.006436
                     38,                 1.1556,                 0.7202,                 1.2706,                0.95673,                0.88889,                0.91763,                 0.4015,                 1.8789,                0.80192,                 1.6723,               0.006337,               0.006337,               0.006337
                     39,                 1.1871,                  0.716,                 1.2671,                0.90533,                0.88889,                0.93213,                0.43425,                 1.8868,                0.79652,                 1.6555,               0.006238,               0.006238,               0.006238
                     40,                 1.1655,                0.72676,                 1.2875,                0.84273,                0.89315,                 0.9147,                  0.392,                 2.0046,                0.86712,                 1.7387,               0.006139,               0.006139,               0.006139
                     41,                 1.1458,                0.70553,                 1.2489,                0.87622,                0.86111,                0.91164,                0.47768,                 1.6136,                 0.7705,                 1.5001,                0.00604,                0.00604,                0.00604
                     42,                 1.0768,                0.65111,                  1.214,                0.81097,                0.91667,                 0.8741,                0.44503,                 1.6801,                0.90323,                 1.5605,               0.005941,               0.005941,               0.005941
                     43,                 1.1523,                0.70484,                 1.2785,                0.87588,                0.88889,                0.93289,                0.45895,                 1.7729,                 0.8494,                 1.5637,               0.005842,               0.005842,               0.005842
                     44,                 1.1364,                 0.7219,                 1.2759,                0.86651,                0.90174,                0.92917,                0.40675,                 1.8619,                0.85904,                 1.7078,               0.005743,               0.005743,               0.005743
                     45,                 1.1878,                  0.784,                 1.3104,                0.87361,                0.88889,                0.94463,                0.43368,                 1.6676,                0.78609,                  1.592,               0.005644,               0.005644,               0.005644
                     46,                 1.1068,                0.68884,                 1.2285,                0.89369,                0.93421,                0.95931,                0.45698,                 1.6401,                0.77339,                 1.5575,               0.005545,               0.005545,               0.005545
                     47,                 1.1037,                0.68646,                 1.2365,                0.88805,                0.88889,                 0.9459,                0.47878,                 1.6214,                0.77675,                 1.5196,               0.005446,               0.005446,               0.005446
                     48,                 1.0946,                0.67269,                 1.2367,                0.84556,                0.94444,                 0.9461,                0.48949,                 1.5742,                0.72968,                 1.4193,               0.005347,               0.005347,               0.005347
                     49,                 1.1145,                0.67656,                 1.2411,                0.87469,                0.96953,                0.94894,                0.53025,                 1.4206,                0.65696,                 1.3161,               0.005248,               0.005248,               0.005248
                     50,                 1.0749,                0.64407,                 1.2188,                0.89446,                0.94175,                 0.9585,                0.52377,                  1.518,                0.69044,                 1.3769,               0.005149,               0.005149,               0.005149
                     51,                 1.0396,                0.64067,                 1.1995,                 0.8908,                0.94444,                0.96414,                0.46943,                 1.6556,                0.70753,                 1.4705,                0.00505,                0.00505,                0.00505
                     52,                 1.0462,                0.60637,                 1.1534,                0.84609,                0.94444,                 0.9324,                0.49744,                 1.5946,                 0.7105,                 1.4877,               0.004951,               0.004951,               0.004951
                     53,                 1.0572,                0.62973,                 1.1989,                0.87734,                0.91667,                0.93403,                0.46303,                 1.6167,                0.74718,                 1.5444,               0.004852,               0.004852,               0.004852
                     54,                 1.0163,                0.60848,                 1.1654,                0.84869,                0.97222,                0.94696,                0.47065,                 1.6686,                0.74475,                 1.5698,               0.004753,               0.004753,               0.004753
                     55,                 1.0233,                0.61699,                 1.1958,                0.91422,                0.91667,                0.92757,                0.42179,                 1.8484,                0.76496,                 1.7107,               0.004654,               0.004654,               0.004654
                     56,                 1.0551,                0.61282,                 1.2171,                0.96862,                0.85754,                0.95235,                0.43465,                 1.9155,                0.76444,                 1.6424,               0.004555,               0.004555,               0.004555
                     57,                 1.0301,                 0.6006,                 1.1979,                0.93897,                0.85484,                0.94645,                0.49276,                 1.6882,                0.73656,                 1.5276,               0.004456,               0.004456,               0.004456
                     58,                 1.0323,                0.62967,                 1.2288,                0.93603,                0.88889,                0.96182,                0.50903,                 1.6663,                0.68749,                 1.5272,               0.004357,               0.004357,               0.004357
                     59,                 1.0305,                0.59491,                 1.2084,                0.89653,                0.96293,                0.97676,                0.51856,                 1.5689,                0.67725,                 1.5169,               0.004258,               0.004258,               0.004258
                     60,                0.96904,                0.56913,                 1.1518,                0.98104,                0.86111,                0.98191,                 0.5139,                 1.6361,                0.64747,                 1.5459,               0.004159,               0.004159,               0.004159
